AUTHOR,TITLE,WORDS#,the,and,of,that,to,unto,in,it,for,be,which,a,not,came,pass,behold,all,this,now,with,yea,should,by,as,upon,but,also,from,there,because,these,therefore,when,if,even,into,would,forth
BENJAMIN,Mosiah_2_Benjamin,1641,32,51,29,25,38,14,12,2,48,3,7,7,5,7,8,4,15,8,4,5,10,1,1,6,3,20,1,2,1,0,1,0,4,3,0,0,7,0,8,14,4,37,12,0,6,0,1,11,5,2,9
BENJAMIN,Mosiah_3_Benjamin,1095,64,68,23,38,6,6,0,5,18,7,2,4,2,14,12,2,0,13,7,6,14,0,1,4,3,10,1,1,3,0,0,2,8,15,7,7,4,0,7,18,18,0,0,0,10,0,6,9,2,0,5
BENJAMIN,Mosiah_4_Benjamin,1368,49,65,23,40,17,19,5,1,38,10,7,13,2,14,14,4,21,7,3,0,13,0,2,5,5,15,8,2,2,0,0,0,2,1,1,4,13,0,11,13,4,32,5,0,2,0,0,15,1,5,7
ALMA,Alma_5_alma,2697,65,47,17,48,27,16,6,2,25,11,7,11,3,10,8,1,7,8,0,4,11,2,0,3,2,11,6,2,0,0,0,5,4,10,4,4,11,2,6,26,5,25,6,14,13,0,2,8,6,1,11
ALMA,Alma_7_alma,1394,58,50,24,34,17,19,10,3,45,14,7,12,2,12,8,3,12,11,2,6,13,0,2,7,1,14,5,0,0,0,3,4,5,1,2,2,12,0,5,17,5,22,10,8,10,0,4,16,5,0,7
ALMA,Alma_38_39_alma,1396,47,42,25,30,14,19,18,10,29,11,10,18,5,10,16,6,20,10,13,5,5,1,4,2,3,9,3,4,1,0,2,1,2,4,3,2,18,5,5,21,5,27,18,6,10,0,5,4,1,7,2
ALMA,Alma_42_alma,1202,66,49,27,44,5,6,7,9,14,5,7,13,1,9,9,4,3,18,9,0,9,1,2,1,0,4,3,10,0,0,4,9,9,9,3,2,13,0,3,9,2,5,7,4,5,0,0,10,2,9,2
SAMUEL,Helaman_13_samuel,1644,59,62,6,37,9,12,4,10,24,11,12,12,4,1,12,6,19,10,1,5,11,0,0,7,0,8,17,0,1,1,3,0,4,11,8,16,12,1,4,21,19,26,4,15,15,0,7,7,2,4,14
SAMUEL,Helaman_14_15_samuel,2031,64,63,21,40,12,9,2,6,27,5,10,4,1,6,15,2,1,21,6,5,10,0,0,0,1,10,5,0,2,0,0,0,3,16,11,13,4,0,4,22,32,17,2,10,13,0,2,10,3,0,10
CHRIST,3_Nephi_11,1399,72,87,16,33,10,20,14,19,22,8,10,8,7,5,7,2,1,7,5,11,10,0,0,7,2,6,4,6,1,0,5,5,2,18,7,12,8,13,2,18,12,12,14,0,7,8,2,6,2,0,3
CHRIST,3_Nephi_12_13,2078,39,44,15,23,19,17,1,7,24,15,2,13,6,5,22,11,12,20,3,5,3,3,1,3,3,9,5,0,3,1,2,1,1,15,3,5,13,0,6,21,26,24,1,1,5,0,1,2,3,1,10
CHRIST,3_Nephi_14_15,1312,48,56,16,23,15,11,9,16,36,15,6,20,3,3,9,5,3,9,1,13,9,3,1,5,3,8,6,3,0,0,7,2,2,12,5,16,20,1,3,25,13,16,9,0,7,4,2,7,2,1,7
CHRIST,3_Nephi_16_17,1744,63,71,14,47,9,10,17,6,25,2,4,4,7,3,9,4,3,13,5,5,13,0,2,4,4,10,7,0,1,0,6,4,2,22,10,20,4,6,9,25,16,6,17,0,5,5,8,6,2,0,10
CHRIST,3_Nephi_18,1313,36,73,15,15,22,9,21,17,34,5,7,11,3,4,12,6,5,10,3,6,19,0,3,8,1,14,2,0,0,0,8,4,2,15,0,13,11,3,3,36,30,42,21,0,7,6,3,9,2,0,9
CHRIST,D_C_1,1068,95,63,19,42,2,14,11,5,21,15,2,11,3,9,12,2,0,17,3,0,5,1,0,3,1,12,1,0,2,0,0,2,7,14,4,6,11,0,8,15,28,5,11,2,2,0,4,9,5,0,4
CHRIST,D_C_6,1089,41,39,14,39,34,22,21,5,15,8,5,13,4,4,12,2,6,18,8,10,2,1,2,2,2,12,4,0,0,0,0,0,1,6,0,1,13,1,0,25,15,8,21,3,13,0,0,12,2,0,8
CHRIST,D_C_10,1882,44,44,29,30,31,17,15,11,32,12,18,18,0,2,6,5,5,5,2,4,14,0,1,4,4,18,14,3,1,1,1,1,2,17,15,13,18,1,3,20,7,0,15,8,14,0,3,13,1,0,3
MORONI,Ether_1_2_moroni,2025,88,69,12,46,4,12,2,13,26,8,6,8,7,8,10,3,1,6,3,2,8,0,1,4,1,7,9,5,0,0,6,6,5,16,5,7,8,9,4,14,12,10,2,0,6,9,2,14,3,1,3
MORONI,Ether_5_6_moroni,1265,83,82,31,38,1,9,0,16,29,0,3,4,0,8,5,1,0,11,0,1,7,0,0,0,3,5,1,3,0,0,7,15,1,39,8,15,4,14,4,12,8,6,0,0,2,15,6,7,3,4,0
MORONI,Ether_12_moroni,1502,61,42,9,39,1,18,4,12,31,3,3,15,4,3,16,4,1,8,1,6,11,0,1,4,0,12,4,9,0,0,8,5,3,15,5,10,15,2,5,23,5,3,4,3,5,3,2,13,7,3,1
MORONI,Mormon_8_moroni,1680,79,63,16,50,5,14,7,17,18,5,4,10,2,5,13,4,7,17,1,3,10,0,0,2,1,10,7,1,0,0,1,3,2,9,7,5,10,1,4,11,26,11,7,7,16,0,5,5,4,1,7
MORONI,Mormon_9_moroni,1527,68,52,14,48,7,18,3,4,28,10,3,14,7,5,4,6,5,16,1,0,12,0,1,4,0,11,7,1,1,0,1,1,3,7,1,4,14,0,9,14,20,22,3,4,12,2,1,5,6,3,7
ENOS,Enos,1106,58,80,23,38,1,24,22,20,23,4,4,2,6,3,10,0,0,11,0,9,9,0,1,6,0,4,5,10,0,0,9,6,1,5,9,9,2,7,6,19,8,3,22,0,3,8,8,6,3,5,0
SMITH,lecturesonfaith-1,2286,79,33,20,54,17,24,0,24,21,24,6,13,4,2,5,1,5,7,9,0,7,6,3,2,5,9,1,6,4,0,5,6,2,7,4,3,13,0,12,3,4,1,0,0,0,0,0,15,16,9,6
SMITH,lecturesonfaith-2,5459,76,47,23,47,10,19,1,10,18,8,7,5,6,19,6,2,3,4,2,2,15,2,2,14,3,4,2,24,2,0,4,4,9,4,4,2,5,2,5,7,7,0,1,0,1,0,0,7,4,0,3
SMITH,D_C_127,714,67,47,30,40,18,29,18,12,15,9,7,2,5,1,25,5,14,18,16,14,4,2,2,2,8,9,9,1,11,0,1,2,7,7,7,2,2,0,23,5,2,1,18,0,2,0,1,2,2,1,4
SMITH,D_C_128,1931,99,47,31,49,9,31,5,7,19,17,9,3,7,4,11,3,1,19,9,1,3,2,1,1,3,5,4,5,8,0,1,3,5,5,6,1,3,1,4,2,7,0,5,0,1,0,0,12,3,1,7
SMITH,wentworth,5797,69,36,25,47,12,23,0,4,11,5,11,5,11,1,6,2,1,7,5,1,1,0,0,0,14,2,2,7,5,0,2,6,6,3,2,1,5,0,6,0,1,0,0,0,0,0,2,3,7,0,4
SPAULDING,SpauldingManuscript-p1,12466,77,3,25,44,2,20,3,5,9,6,6,3,11,8,6,5,2,7,7,0,6,1,1,2,2,3,4,8,6,1,4,6,5,9,14,4,3,0,4,0,1,0,3,0,0,1,2,8,7,2,4
